"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41748
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1651404
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7859570
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",170375
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",46131
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",116298
"36980","Owensboro, KY (Metropolitan Statistical Area)","","Place of residence profile",""
"36980","Owensboro, KY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4743650
"36980","Owensboro, KY (Metropolitan Statistical Area)","100","  Population (persons) 3/",118543
"36980","Owensboro, KY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36980","Owensboro, KY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40016
"36980","Owensboro, KY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",67869
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",49994234
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",850802
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",58761
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",466151
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",25513929
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",588265
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43371
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",292233
"37460","Panama City, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"37460","Panama City, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7637747
"37460","Panama City, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",184046
"37460","Panama City, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37460","Panama City, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41499
"37460","Panama City, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",108405
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","","Place of residence profile",""
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3544962
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","100","  Population (persons) 3/",90873
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39010
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","240","Total employment (number of jobs)",47506
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",20268694
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",487327
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41592
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",248415
"37900","Peoria, IL (Metropolitan Statistical Area)","","Place of residence profile",""
"37900","Peoria, IL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",18657019
"37900","Peoria, IL (Metropolitan Statistical Area)","100","  Population (persons) 3/",406905
"37900","Peoria, IL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37900","Peoria, IL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45851
"37900","Peoria, IL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",224827
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","","Place of residence profile",""
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",371354629
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","100","  Population (persons) 3/",6078451
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","110","  Per capita personal income 4/",61094
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","240","Total employment (number of jobs)",3793735
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","","Place of residence profile",""
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",210503331
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","100","  Population (persons) 3/",4761694
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44208
"38060","Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",2701966
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","","Place of residence profile",""
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3020818
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","100","  Population (persons) 3/",90923
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","110","  Per capita personal income 4/",33224
"38220","Pine Bluff, AR (Metropolitan Statistical Area)","240","Total employment (number of jobs)",43021
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",126933158
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",2330283
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54471
"38300","Pittsburgh, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1479693
"38340","Pittsfield, MA (Metropolitan Statistical Area)","","Place of residence profile",""
"38340","Pittsfield, MA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6847305
"38340","Pittsfield, MA (Metropolitan Statistical Area)","100","  Population (persons) 3/",126485
"38340","Pittsfield, MA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38340","Pittsfield, MA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54135
"38340","Pittsfield, MA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",85969
"38540","Pocatello, ID (Metropolitan Statistical Area)","","Place of residence profile",""
"38540","Pocatello, ID (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",3440825
"38540","Pocatello, ID (Metropolitan Statistical Area)","100","  Population (persons) 3/",93289
"38540","Pocatello, ID (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38540","Pocatello, ID (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36884
"38540","Pocatello, ID (Metropolitan Statistical Area)","240","Total employment (number of jobs)",52135
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","","Place of residence profile",""
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",29229661
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","100","  Population (persons) 3/",532280
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54914
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)","240","Total employment (number of jobs)",377393
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","","Place of residence profile",""
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",132683509
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",2456462
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54014
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1572320
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24522711
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",473192
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",51824
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",218465
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",34779113
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",673253
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",51658
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",348386
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","","Place of residence profile",""
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",8753027
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","100","  Population (persons) 3/",228055
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38381
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",99201
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","","Place of residence profile",""
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",84324547
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","100","  Population (persons) 3/",1617057
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",52147
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",941495
